danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,playlist_id,category,category_id,creation_date,_rid,_self,_etag,_attachments,_ts,album,artists,available_markets,disc_number,explicit,external_ids,external_urls,href,is_local,name,popularity,preview_url,track_number
0.27,0.195,1,-10.653,0,0.0797,0.931,9.73e-06,0.0949,0.171,46.489,audio_features,1u0THw5xaGd7sYzJEh48Lt,spotify:track:1u0THw5xaGd7sYzJEh48Lt,https://api.spotify.com/v1/tracks/1u0THw5xaGd7sYzJEh48Lt,https://api.spotify.com/v1/audio-analysis/1u0THw5xaGd7sYzJEh48Lt,188639,4,,,,,ixBOAOMPL4XABAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XABAAAAAAAAA==/,"""09001bd8-0000-0b00-0000-646906520000""",attachments/,1684604498,1R6GYgEbpObUZC2btPQlqB,1moxjboGR7GNWYIMWsRjgG,,1.0,False,,,https://api.spotify.com/v1/tracks/1u0THw5xaGd7sYzJEh48Lt,False,Jenny of Oldstones (Game of Thrones),58.0,https://p.scdn.co/mp3-preview/ec160259d2867328f2c43091cab86c157248a4b2?cid=eb1060ace869470199dfb41aaecca2ab,1.0
0.486,0.282,1,-8.91,0,0.124,0.615,0.0,0.088,0.0755,84.012,audio_features,7cTFgZbTV3s8Wk7e0MpXnV,spotify:track:7cTFgZbTV3s8Wk7e0MpXnV,https://api.spotify.com/v1/tracks/7cTFgZbTV3s8Wk7e0MpXnV,https://api.spotify.com/v1/audio-analysis/7cTFgZbTV3s8Wk7e0MpXnV,163387,4,,,,,ixBOAOMPL4XBBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XBBAAAAAAAAA==/,"""09001cd8-0000-0b00-0000-646906520000""",attachments/,1684604498,60TKV5pUvL5zqMOqZ1TcjI,55eAaYyOFrkFXdUuum2gbj,,1.0,False,,,https://api.spotify.com/v1/tracks/7cTFgZbTV3s8Wk7e0MpXnV,False,Saber Quem Sou,57.0,https://p.scdn.co/mp3-preview/3eddb7e8b08ed02df349d72c76222f3a62c85db6?cid=eb1060ace869470199dfb41aaecca2ab,4.0
0.709,0.822,2,-4.565,1,0.0552,0.115,2.11e-06,0.148,0.661,113.993,audio_features,0qrsGYzpXIEbmdzgnwqTlx,spotify:track:0qrsGYzpXIEbmdzgnwqTlx,https://api.spotify.com/v1/tracks/0qrsGYzpXIEbmdzgnwqTlx,https://api.spotify.com/v1/audio-analysis/0qrsGYzpXIEbmdzgnwqTlx,216084,4,,,,,ixBOAOMPL4XCBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XCBAAAAAAAAA==/,"""09001dd8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,1.0,False,,,https://api.spotify.com/v1/tracks/0qrsGYzpXIEbmdzgnwqTlx,False,Enjoy Your Life,44.0,https://p.scdn.co/mp3-preview/8999ed2e3d3c43163058974f88b4d4bc29f78681?cid=eb1060ace869470199dfb41aaecca2ab,5.0
0.67,0.62,6,-5.158,0,0.0439,0.0623,0.0,0.117,0.582,91.955,audio_features,19w92goxgjCj0uSdcu7541,spotify:track:19w92goxgjCj0uSdcu7541,https://api.spotify.com/v1/tracks/19w92goxgjCj0uSdcu7541,https://api.spotify.com/v1/audio-analysis/19w92goxgjCj0uSdcu7541,194677,4,,,,,ixBOAOMPL4XDBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XDBAAAAAAAAA==/,"""09001ed8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,2.0,False,,,https://api.spotify.com/v1/tracks/19w92goxgjCj0uSdcu7541,False,No More Suckers,40.0,https://p.scdn.co/mp3-preview/fca3598cbf200f3323674e951f7f2c55d4dd3c74?cid=eb1060ace869470199dfb41aaecca2ab,7.0
0.56,0.511,11,-6.722,0,0.036,0.191,2.48e-06,0.212,0.442,127.793,audio_features,1IX5GViQx1q2CEllC0FOd6,spotify:track:1IX5GViQx1q2CEllC0FOd6,https://api.spotify.com/v1/tracks/1IX5GViQx1q2CEllC0FOd6,https://api.spotify.com/v1/audio-analysis/1IX5GViQx1q2CEllC0FOd6,221044,4,,,,,ixBOAOMPL4XEBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XEBAAAAAAAAA==/,"""09001fd8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,1.0,False,,,https://api.spotify.com/v1/tracks/1IX5GViQx1q2CEllC0FOd6,False,End of the Earth,43.0,https://p.scdn.co/mp3-preview/342b0984eec4e86fbb66edcbb97e37434ec53386?cid=eb1060ace869470199dfb41aaecca2ab,8.0
0.704,0.741,0,-4.779,1,0.0349,0.0859,0.0,0.173,0.569,121.994,audio_features,1fuZj2KGTc1b9YLfbITKk0,spotify:track:1fuZj2KGTc1b9YLfbITKk0,https://api.spotify.com/v1/tracks/1fuZj2KGTc1b9YLfbITKk0,https://api.spotify.com/v1/audio-analysis/1fuZj2KGTc1b9YLfbITKk0,209053,4,,,,,ixBOAOMPL4XFBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XFBAAAAAAAAA==/,"""090020d8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,1.0,False,,,https://api.spotify.com/v1/tracks/1fuZj2KGTc1b9YLfbITKk0,False,True,41.0,https://p.scdn.co/mp3-preview/336de8a332b554dd2115665224768c509189900f?cid=eb1060ace869470199dfb41aaecca2ab,6.0
0.731,0.66,8,-6.892,0,0.0519,0.256,5.9e-06,0.12,0.547,100.988,audio_features,368UaeqCCqT237KgIN8H5I,spotify:track:368UaeqCCqT237KgIN8H5I,https://api.spotify.com/v1/tracks/368UaeqCCqT237KgIN8H5I,https://api.spotify.com/v1/audio-analysis/368UaeqCCqT237KgIN8H5I,187992,4,,,,,ixBOAOMPL4XGBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XGBAAAAAAAAA==/,"""090021d8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,1.0,False,,,https://api.spotify.com/v1/tracks/368UaeqCCqT237KgIN8H5I,False,Orange Trees,49.0,https://p.scdn.co/mp3-preview/1cf202bbb07251c6064f47f353e8391226a3e4b6?cid=eb1060ace869470199dfb41aaecca2ab,3.0
0.687,0.833,4,-6.828,0,0.0627,0.222,0.0,0.141,0.28,114.999,audio_features,3FvNYN0hDxJim8Wb1AJiwO,spotify:track:3FvNYN0hDxJim8Wb1AJiwO,https://api.spotify.com/v1/tracks/3FvNYN0hDxJim8Wb1AJiwO,https://api.spotify.com/v1/audio-analysis/3FvNYN0hDxJim8Wb1AJiwO,195541,4,,,,,ixBOAOMPL4XHBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XHBAAAAAAAAA==/,"""090022d8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,2.0,False,,,https://api.spotify.com/v1/tracks/3FvNYN0hDxJim8Wb1AJiwO,False,Emotional Machine,43.0,https://p.scdn.co/mp3-preview/6efcfc2d5e82d739e7430500a6cb4bae12de2532?cid=eb1060ace869470199dfb41aaecca2ab,5.0
0.595,0.422,5,-7.1,1,0.077,0.35,1.21e-06,0.0994,0.221,76.729,audio_features,3ihlAQNWjsSG5T7NkTupus,spotify:track:3ihlAQNWjsSG5T7NkTupus,https://api.spotify.com/v1/tracks/3ihlAQNWjsSG5T7NkTupus,https://api.spotify.com/v1/audio-analysis/3ihlAQNWjsSG5T7NkTupus,212783,4,,,,,ixBOAOMPL4XIBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XIBAAAAAAAAA==/,"""090023d8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,2.0,False,,,https://api.spotify.com/v1/tracks/3ihlAQNWjsSG5T7NkTupus,False,Believe in Love,42.0,https://p.scdn.co/mp3-preview/cd3d2848845e05fe729a46126582bb37bac8ad4b?cid=eb1060ace869470199dfb41aaecca2ab,1.0
0.731,0.563,0,-6.745,1,0.0306,0.24,0.0,0.088,0.374,116.01,audio_features,4ZTX8P6yC1dv6CY7b0Ql3g,spotify:track:4ZTX8P6yC1dv6CY7b0Ql3g,https://api.spotify.com/v1/tracks/4ZTX8P6yC1dv6CY7b0Ql3g,https://api.spotify.com/v1/audio-analysis/4ZTX8P6yC1dv6CY7b0Ql3g,196619,4,,,,,ixBOAOMPL4XJBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XJBAAAAAAAAA==/,"""090024d8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,2.0,False,,,https://api.spotify.com/v1/tracks/4ZTX8P6yC1dv6CY7b0Ql3g,False,Life Is Strange,45.0,https://p.scdn.co/mp3-preview/e70f1553bfd71f5ac3d9ebb679c23b6ab91595cb?cid=eb1060ace869470199dfb41aaecca2ab,2.0
0.709,0.574,11,-6.796,0,0.0507,0.322,0.0,0.108,0.275,96.967,audio_features,4yl3k557dZRRQj0P9GWP55,spotify:track:4yl3k557dZRRQj0P9GWP55,https://api.spotify.com/v1/tracks/4yl3k557dZRRQj0P9GWP55,https://api.spotify.com/v1/audio-analysis/4yl3k557dZRRQj0P9GWP55,233816,4,,,,,ixBOAOMPL4XKBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XKBAAAAAAAAA==/,"""090027d8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,1.0,False,,,https://api.spotify.com/v1/tracks/4yl3k557dZRRQj0P9GWP55,False,Superstar,46.0,https://p.scdn.co/mp3-preview/29a9a4fbc8b55bf966f299708433fe23dac9a001?cid=eb1060ace869470199dfb41aaecca2ab,2.0
0.379,0.503,6,-5.814,0,0.0374,0.367,0.0,0.111,0.284,106.999,audio_features,554KgAoTw8cGS40oSbmTeG,spotify:track:554KgAoTw8cGS40oSbmTeG,https://api.spotify.com/v1/tracks/554KgAoTw8cGS40oSbmTeG,https://api.spotify.com/v1/audio-analysis/554KgAoTw8cGS40oSbmTeG,209891,4,,,,,ixBOAOMPL4XLBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XLBAAAAAAAAA==/,"""09002dd8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,1.0,False,,,https://api.spotify.com/v1/tracks/554KgAoTw8cGS40oSbmTeG,False,Handmade Heaven,48.0,https://p.scdn.co/mp3-preview/a90fc8ea6fde6930c239c3e92a0c60e69f3539e2?cid=eb1060ace869470199dfb41aaecca2ab,1.0
0.755,0.74,0,-5.354,0,0.04,0.356,1.05e-05,0.0994,0.33,116.946,audio_features,5HD58VCvj6T1wtSYvCgvLh,spotify:track:5HD58VCvj6T1wtSYvCgvLh,https://api.spotify.com/v1/tracks/5HD58VCvj6T1wtSYvCgvLh,https://api.spotify.com/v1/audio-analysis/5HD58VCvj6T1wtSYvCgvLh,205440,4,,,,,ixBOAOMPL4XMBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XMBAAAAAAAAA==/,"""090033d8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6MDME20pz9RveH9rEXvrOM,,1.0,False,,,https://api.spotify.com/v1/tracks/5HD58VCvj6T1wtSYvCgvLh,False,Baby (feat. MARINA & Luis Fonsi),43.0,https://p.scdn.co/mp3-preview/c45f4e03fa675407e6076845a56b3fac5a794dd2?cid=eb1060ace869470199dfb41aaecca2ab,4.0
0.664,0.699,0,-6.217,1,0.0268,0.477,0.0,0.0987,0.295,107.009,audio_features,6Bkv5SFK5fuBFDQpljd55b,spotify:track:6Bkv5SFK5fuBFDQpljd55b,https://api.spotify.com/v1/tracks/6Bkv5SFK5fuBFDQpljd55b,https://api.spotify.com/v1/audio-analysis/6Bkv5SFK5fuBFDQpljd55b,203239,4,,,,,ixBOAOMPL4XNBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XNBAAAAAAAAA==/,"""090038d8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,2.0,False,,,https://api.spotify.com/v1/tracks/6Bkv5SFK5fuBFDQpljd55b,False,Too Afraid,40.0,https://p.scdn.co/mp3-preview/f0ea4c7524f1fc03c1393538aa2977941010f055?cid=eb1060ace869470199dfb41aaecca2ab,6.0
0.72,0.665,0,-5.796,1,0.0303,0.129,0.000391,0.102,0.14,102.033,audio_features,6DpnTuW6C3wuTwWzskoyng,spotify:track:6DpnTuW6C3wuTwWzskoyng,https://api.spotify.com/v1/tracks/6DpnTuW6C3wuTwWzskoyng,https://api.spotify.com/v1/audio-analysis/6DpnTuW6C3wuTwWzskoyng,211589,4,,,,,ixBOAOMPL4XOBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XOBAAAAAAAAA==/,"""09003dd8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,2.0,False,,,https://api.spotify.com/v1/tracks/6DpnTuW6C3wuTwWzskoyng,False,You,39.0,https://p.scdn.co/mp3-preview/d27de36dd3aba9bed0d78939484de5630b44f684?cid=eb1060ace869470199dfb41aaecca2ab,3.0
0.671,0.446,6,-4.727,0,0.0241,0.564,0.0,0.0862,0.274,96.022,audio_features,75pQd26khpV9EMVBRIeDm6,spotify:track:75pQd26khpV9EMVBRIeDm6,https://api.spotify.com/v1/tracks/75pQd26khpV9EMVBRIeDm6,https://api.spotify.com/v1/audio-analysis/75pQd26khpV9EMVBRIeDm6,246059,4,,,,,ixBOAOMPL4XPBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XPBAAAAAAAAA==/,"""090040d8-0000-0b00-0000-646906520000""",attachments/,1684604498,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,1.0,False,,,https://api.spotify.com/v1/tracks/75pQd26khpV9EMVBRIeDm6,False,To Be Human,54.0,https://p.scdn.co/mp3-preview/c88716427a82e68e32d1d4834bff1697d0daa1a9?cid=eb1060ace869470199dfb41aaecca2ab,7.0
0.724,0.7,0,-3.725,0,0.0284,0.118,0.000158,0.0804,0.396,96.026,audio_features,7b76ZM3xf6EjaIfsbfhJkZ,spotify:track:7b76ZM3xf6EjaIfsbfhJkZ,https://api.spotify.com/v1/tracks/7b76ZM3xf6EjaIfsbfhJkZ,https://api.spotify.com/v1/audio-analysis/7b76ZM3xf6EjaIfsbfhJkZ,204233,4,,,,,ixBOAOMPL4XQBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XQBAAAAAAAAA==/,"""090041d8-0000-0b00-0000-646906530000""",attachments/,1684604499,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,2.0,False,,,https://api.spotify.com/v1/tracks/7b76ZM3xf6EjaIfsbfhJkZ,False,Karma,51.0,https://p.scdn.co/mp3-preview/3516357403329045778ab37b4234865455560908?cid=eb1060ace869470199dfb41aaecca2ab,4.0
0.553,0.623,1,-6.546,0,0.0393,0.602,0.0,0.0893,0.127,135.84,audio_features,7djURPDp051cljWov6NyPy,spotify:track:7djURPDp051cljWov6NyPy,https://api.spotify.com/v1/tracks/7djURPDp051cljWov6NyPy,https://api.spotify.com/v1/audio-analysis/7djURPDp051cljWov6NyPy,227152,4,,,,,ixBOAOMPL4XRBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XRBAAAAAAAAA==/,"""090042d8-0000-0b00-0000-646906530000""",attachments/,1684604499,0CUxS3KfHNuDpUUjbAewV3,6CwfuxIqcltXDGjfZsMd9A,,2.0,False,,,https://api.spotify.com/v1/tracks/7djURPDp051cljWov6NyPy,False,Soft to Be Strong,42.0,https://p.scdn.co/mp3-preview/194621dcc937be7bd5382dfae1d0a017f8b0ac7c?cid=eb1060ace869470199dfb41aaecca2ab,8.0
0.671,0.446,6,-4.727,0,0.0241,0.564,0.0,0.0862,0.274,96.022,audio_features,65wtqxbrddRQEArvqfihed,spotify:track:65wtqxbrddRQEArvqfihed,https://api.spotify.com/v1/tracks/65wtqxbrddRQEArvqfihed,https://api.spotify.com/v1/audio-analysis/65wtqxbrddRQEArvqfihed,246059,4,,,,,ixBOAOMPL4XSBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XSBAAAAAAAAA==/,"""090044d8-0000-0b00-0000-646906530000""",attachments/,1684604499,4Rm0jYGkzILeJxt2uzMe09,6CwfuxIqcltXDGjfZsMd9A,,1.0,False,,,https://api.spotify.com/v1/tracks/65wtqxbrddRQEArvqfihed,False,To Be Human,0.0,,7.0
0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,audio_features,0lnIJmgcUpEpe4AZACjayW,spotify:track:0lnIJmgcUpEpe4AZACjayW,https://api.spotify.com/v1/tracks/0lnIJmgcUpEpe4AZACjayW,https://api.spotify.com/v1/audio-analysis/0lnIJmgcUpEpe4AZACjayW,232560,4,,,,,ixBOAOMPL4XTBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XTBAAAAAAAAA==/,"""090045d8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,True,,,https://api.spotify.com/v1/tracks/0lnIJmgcUpEpe4AZACjayW,False,Sorry,68.0,https://p.scdn.co/mp3-preview/a6a0420394d426f9c33aaf6c058fff16c9c2634d?cid=eb1060ace869470199dfb41aaecca2ab,4.0
0.516,0.637,6,-8.832,1,0.0632,0.0433,3.89e-06,0.11,0.324,138.011,audio_features,0pxNyJJiL2zZZ5GgJ4JhsQ,spotify:track:0pxNyJJiL2zZZ5GgJ4JhsQ,https://api.spotify.com/v1/tracks/0pxNyJJiL2zZZ5GgJ4JhsQ,https://api.spotify.com/v1/audio-analysis/0pxNyJJiL2zZZ5GgJ4JhsQ,260440,4,,,,,ixBOAOMPL4XUBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XUBAAAAAAAAA==/,"""090046d8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,True,,,https://api.spotify.com/v1/tracks/0pxNyJJiL2zZZ5GgJ4JhsQ,False,6 Inch (feat. The Weeknd),64.0,https://p.scdn.co/mp3-preview/f1470f1b82b14e100fb133d7991470ecc4068768?cid=eb1060ace869470199dfb41aaecca2ab,5.0
0.524,0.397,0,-11.936,1,0.405,0.745,0.0,0.521,0.552,80.744,audio_features,0rzNMzZsubFcXSEh7dnem7,spotify:track:0rzNMzZsubFcXSEh7dnem7,https://api.spotify.com/v1/tracks/0rzNMzZsubFcXSEh7dnem7,https://api.spotify.com/v1/audio-analysis/0rzNMzZsubFcXSEh7dnem7,221093,4,,,,,ixBOAOMPL4XVBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XVBAAAAAAAAA==/,"""090047d8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,True,,,https://api.spotify.com/v1/tracks/0rzNMzZsubFcXSEh7dnem7,False,Hold Up,69.0,https://p.scdn.co/mp3-preview/e2082ba2ba4b414d2b3ba2a54cb9933a9aa4b5eb?cid=eb1060ace869470199dfb41aaecca2ab,2.0
0.33,0.357,10,-10.171,1,0.0348,0.866,1.76e-05,0.19,0.101,84.119,audio_features,2FNPJWVdGxYhWaotd6rULS,spotify:track:2FNPJWVdGxYhWaotd6rULS,https://api.spotify.com/v1/tracks/2FNPJWVdGxYhWaotd6rULS,https://api.spotify.com/v1/audio-analysis/2FNPJWVdGxYhWaotd6rULS,182720,3,,,,,ixBOAOMPL4XWBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XWBAAAAAAAAA==/,"""090049d8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,True,,,https://api.spotify.com/v1/tracks/2FNPJWVdGxYhWaotd6rULS,False,Sandcastles,58.0,https://p.scdn.co/mp3-preview/8d704a7b91206ba5d2952f58a76b8c4f3fddc8f6?cid=eb1060ace869470199dfb41aaecca2ab,8.0
0.455,0.535,9,-10.602,0,0.0426,0.0209,0.64,0.126,0.216,157.01,audio_features,2RQAG0wQt35UzAPEyVJFWN,spotify:track:2RQAG0wQt35UzAPEyVJFWN,https://api.spotify.com/v1/tracks/2RQAG0wQt35UzAPEyVJFWN,https://api.spotify.com/v1/audio-analysis/2RQAG0wQt35UzAPEyVJFWN,237440,4,,,,,ixBOAOMPL4XXBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XXBAAAAAAAAA==/,"""09004ad8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,False,,,https://api.spotify.com/v1/tracks/2RQAG0wQt35UzAPEyVJFWN,False,Love Drought,62.0,https://p.scdn.co/mp3-preview/b2bf668d91afbb9328d4f63740e17dd0e18cd41a?cid=eb1060ace869470199dfb41aaecca2ab,7.0
0.387,0.133,7,-15.633,0,0.0474,0.947,0.0591,0.107,0.0498,124.397,audio_features,2bOWJIYSbhwg2NMQq1QMYH,spotify:track:2bOWJIYSbhwg2NMQq1QMYH,https://api.spotify.com/v1/tracks/2bOWJIYSbhwg2NMQq1QMYH,https://api.spotify.com/v1/audio-analysis/2bOWJIYSbhwg2NMQq1QMYH,79200,4,,,,,ixBOAOMPL4XYBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XYBAAAAAAAAA==/,"""09004cd8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,False,,,https://api.spotify.com/v1/tracks/2bOWJIYSbhwg2NMQq1QMYH,False,Forward (feat. James Blake),53.0,https://p.scdn.co/mp3-preview/21eafb5064faccc9479b454119228320fc71033c?cid=eb1060ace869470199dfb41aaecca2ab,9.0
0.546,0.26,1,-12.573,1,0.125,0.942,5.09e-06,0.128,0.421,155.033,audio_features,6eR1N0EBHiDkGDzegX99d3,spotify:track:6eR1N0EBHiDkGDzegX99d3,https://api.spotify.com/v1/tracks/6eR1N0EBHiDkGDzegX99d3,https://api.spotify.com/v1/audio-analysis/6eR1N0EBHiDkGDzegX99d3,204400,4,,,,,ixBOAOMPL4XZBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XZBAAAAAAAAA==/,"""09004dd8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,True,,,https://api.spotify.com/v1/tracks/6eR1N0EBHiDkGDzegX99d3,False,Sorry - Original Demo,54.0,https://p.scdn.co/mp3-preview/a4037b2e850c0bfd30376b315e193871e1d8bcc0?cid=eb1060ace869470199dfb41aaecca2ab,13.0
0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,audio_features,6g0Orsxv6glTJCt4cHsRsQ,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/tracks/6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/audio-analysis/6g0Orsxv6glTJCt4cHsRsQ,206080,4,,,,,ixBOAOMPL4XaBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XaBAAAAAAAAA==/,"""09004ed8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,True,,,https://api.spotify.com/v1/tracks/6g0Orsxv6glTJCt4cHsRsQ,False,Formation,73.0,https://p.scdn.co/mp3-preview/83a981212e667395f5a7c9fbf3799557396e6ca2?cid=eb1060ace869470199dfb41aaecca2ab,12.0
0.643,0.503,7,-8.37,1,0.216,0.273,0.0,0.349,0.598,90.886,audio_features,71OvX5NNLrmz7rpq1ANTQn,spotify:track:71OvX5NNLrmz7rpq1ANTQn,https://api.spotify.com/v1/tracks/71OvX5NNLrmz7rpq1ANTQn,https://api.spotify.com/v1/audio-analysis/71OvX5NNLrmz7rpq1ANTQn,287987,4,,,,,ixBOAOMPL4XbBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XbBAAAAAAAAA==/,"""09004fd8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,False,,,https://api.spotify.com/v1/tracks/71OvX5NNLrmz7rpq1ANTQn,False,Daddy Lessons,64.0,https://p.scdn.co/mp3-preview/5837b68f9587fd51e19d8b72b8c425152cc05446?cid=eb1060ace869470199dfb41aaecca2ab,6.0
0.614,0.686,9,-6.483,0,0.21,0.0105,1.36e-06,0.184,0.645,136.537,audio_features,78eouBKVRyhbSzJwChr6QM,spotify:track:78eouBKVRyhbSzJwChr6QM,https://api.spotify.com/v1/tracks/78eouBKVRyhbSzJwChr6QM,https://api.spotify.com/v1/audio-analysis/78eouBKVRyhbSzJwChr6QM,233667,4,,,,,ixBOAOMPL4XcBAAAAAAAAA==,dbs/ixBOAA==/colls/ixBOAOMPL4U=/docs/ixBOAOMPL4XcBAAAAAAAAA==/,"""090050d8-0000-0b00-0000-646906530000""",attachments/,1684604499,7dK54iZuOxXFarGhXwEXfF,6vWDO969PvNqNYHIOW5v0m,,1.0,True,,,https://api.spotify.com/v1/tracks/78eouBKVRyhbSzJwChr6QM,False,Don't Hurt Yourself (feat. Jack White),61.0,https://p.scdn.co/mp3-preview/1ed686df2ac43b3a8fa1ddd8a998d6700545f89f?cid=eb1060ace869470199dfb41aaecca2ab,3.0
